nr,X,Y,H,czas,tryb
0072_2011,5545141.9448,7422077.6987,238.9251,06/06/2011 10:20:05,Pomierzony
0073_2011,5545141.9043,7422077.8996,238.9465,06/06/2011 10:20:10,Pomierzony
0074_2011,5545141.8537,7422078.1046,238.9496,06/06/2011 10:20:15,Pomierzony
0075_2011,5545140.4046,7422079.3047,238.8998,06/06/2011 10:20:20,Pomierzony
0076_2011,5545138.5666,7422079.4269,238.9066,06/06/2011 10:20:25,Pomierzony
0077_2011,5545137.7245,7422078.2999,238.9327,06/06/2011 10:20:30,Pomierzony
0078_2011,5545138.7878,7422075.2207,239.042,06/06/2011 10:20:35,Pomierzony
0079_2011,5545141.1868,7422072.032,238.9897,06/06/2011 10:20:40,Pomierzony
0080_2011,5545144.2041,7422069.1196,238.9826,06/06/2011 10:20:45,Pomierzony
0081_2011,5545147.9357,7422066.6798,238.8635,06/06/2011 10:20:50,Pomierzony
0082_2011,5545151.5084,7422063.0522,238.8803,06/06/2011 10:20:55,Pomierzony
0083_2011,5545155.406,7422059.3771,238.8891,06/06/2011 10:21:00,Pomierzony
0084_2011,5545159.5538,7422056.2136,238.9088,06/06/2011 10:21:05,Pomierzony
0085_2011,5545163.4938,7422053.3902,238.8682,06/06/2011 10:21:10,Pomierzony
0086_2011,5545166.5282,7422050.9283,238.8929,06/06/2011 10:21:15,Pomierzony
0087_2011,5545169.6525,7422047.6074,238.8552,06/06/2011 10:21:20,Pomierzony
0088_2011,5545172.97,7422043.9545,238.8827,06/06/2011 10:21:25,Pomierzony
0089_2011,5545176.6748,7422040.6398,238.8689,06/06/2011 10:21:30,Pomierzony
0090_2011,5545179.6238,7422037.3439,238.8679,06/06/2011 10:21:35,Pomierzony
0091_2011,5545182.4029,7422034.2654,238.8756,06/06/2011 10:21:40,Pomierzony
0092_2011,5545185.0186,7422030.9227,238.8566,06/06/2011 10:21:45,Pomierzony
0093_2011,5545186.9349,7422027.2033,238.8804,06/06/2011 10:21:50,Pomierzony
0094_2011,5545189.1908,7422023.331,238.8618,06/06/2011 10:21:55,Pomierzony
0095_2011,5545191.9783,7422019.5838,238.8729,06/06/2011 10:22:00,Pomierzony
0096_2011,5545195.5862,7422016.2215,238.8688,06/06/2011 10:22:05,Pomierzony
0097_2011,5545199.0562,7422012.7842,238.8622,06/06/2011 10:22:10,Pomierzony
0098_2011,5545202.0261,7422008.8277,238.8647,06/06/2011 10:22:15,Pomierzony
0099_2011,5545204.2928,7422004.7223,238.8509,06/06/2011 10:22:20,Pomierzony
0100_2011,5545206.0084,7422000.2637,238.8781,06/06/2011 10:22:25,Pomierzony
0101_2011,5545208.7641,7421996.5574,238.8622,06/06/2011 10:22:30,Pomierzony
0102_2011,5545211.8059,7421993.0599,238.9083,06/06/2011 10:22:35,Pomierzony
0103_2011,5545215.24,7421989.6455,238.8675,06/06/2011 10:22:40,Pomierzony
0104_2011,5545219.4532,7421987.013,238.8752,06/06/2011 10:22:45,Pomierzony
0105_2011,5545223.6505,7421984.3519,238.8805,06/06/2011 10:22:50,Pomierzony
0106_2011,5545227.4934,7421981.3369,238.8678,06/06/2011 10:22:55,Pomierzony
0107_2011,5545230.9834,7421978.0498,238.8563,06/06/2011 10:23:00,Pomierzony
0108_2011,5545234.1463,7421974.7256,238.8545,06/06/2011 10:23:05,Pomierzony
0109_2011,5545237.0296,7421971.0761,238.8675,06/06/2011 10:23:10,Pomierzony
0110_2011,5545240.2592,7421967.2177,238.8744,06/06/2011 10:23:15,Pomierzony
0111_2011,5545243.2617,7421963.2861,238.8784,06/06/2011 10:23:20,Pomierzony
0112_2011,5545246.1091,7421959.2231,238.8699,06/06/2011 10:23:25,Pomierzony
0113_2011,5545248.5997,7421954.926,238.8725,06/06/2011 10:23:30,Pomierzony
0114_2011,5545251.7053,7421950.8245,238.8726,06/06/2011 10:23:35,Pomierzony
0115_2011,5545255.0005,7421946.872,238.8693,06/06/2011 10:23:40,Pomierzony
0116_2011,5545257.5919,7421942.6852,238.8484,06/06/2011 10:23:45,Pomierzony
0117_2011,5545259.7494,7421938.8586,238.8581,06/06/2011 10:23:50,Pomierzony
0118_2011,5545188.8199,7422174.1226,-470.9254,06/06/2011 10:24:00,Pomierzony
0119_2011,5545263.2836,7421929.5321,238.8748,06/06/2011 10:24:05,Pomierzony
0120_2011,5545262.1591,7421926.6009,238.8826,06/06/2011 10:24:10,Pomierzony
0121_2011,5545259.5638,7421925.4038,238.8788,06/06/2011 10:24:15,Pomierzony
0122_2011,5545256.8332,7421926.3515,238.8642,06/06/2011 10:24:20,Pomierzony
0123_2011,5545254.2845,7421929.3588,238.8841,06/06/2011 10:24:25,Pomierzony
0124_2011,5545250.4461,7421932.2254,238.8668,06/06/2011 10:24:30,Pomierzony
0125_2011,5545246.3357,7421934.8949,238.8866,06/06/2011 10:24:35,Pomierzony
0126_2011,5545242.0015,7421936.8283,238.8737,06/06/2011 10:24:40,Pomierzony
0127_2011,5545237.9789,7421939.048,238.8769,06/06/2011 10:24:45,Pomierzony
0128_2011,5545234.1911,7421941.6473,238.8731,06/06/2011 10:24:50,Pomierzony
0129_2011,5545231.1945,7421944.8471,238.875,06/06/2011 10:24:55,Pomierzony
0130_2011,5545228.7002,7421948.6618,238.8767,06/06/2011 10:25:00,Pomierzony
0131_2011,5545225.7067,7421951.9893,238.874,06/06/2011 10:25:05,Pomierzony
0132_2011,5545222.6163,7421955.3568,238.8862,06/06/2011 10:25:10,Pomierzony
0133_2011,5545219.1448,7421958.2908,238.8784,06/06/2011 10:25:15,Pomierzony
0134_2011,5545215.3903,7421960.4685,238.8843,06/06/2011 10:25:20,Pomierzony
0135_2011,5545212.287,7421962.4931,238.8825,06/06/2011 10:25:25,Pomierzony
0136_2011,5545210.5559,7421964.6089,238.8843,06/06/2011 10:25:30,Pomierzony
0137_2011,5545209.1929,7421966.3745,238.8797,06/06/2011 10:25:35,Pomierzony
0138_2011,5545208.0773,7421967.9531,238.8732,06/06/2011 10:25:40,Pomierzony
0139_2011,5545204.7899,7421972.8477,238.8789,06/06/2011 10:26:00,Pomierzony
0140_2011,5545203.882,7421972.7646,238.8737,06/06/2011 10:26:05,Pomierzony
0141_2011,5545201.7639,7421972.6505,238.8663,06/06/2011 10:26:10,Pomierzony
0142_2011,5545196.7425,7421977.4274,238.8429,06/06/2011 10:26:20,Pomierzony
0143_2011,5545194.0839,7421980.5156,238.8457,06/06/2011 10:26:25,Pomierzony
0144_2011,5545191.1502,7421983.7625,238.8418,06/06/2011 10:26:30,Pomierzony
0145_2011,5545188.029,7421987.0369,238.8544,06/06/2011 10:26:35,Pomierzony
0146_2011,5545185.7342,7421990.8264,238.8474,06/06/2011 10:26:40,Pomierzony
0147_2011,5545183.15,7421994.3833,238.8469,06/06/2011 10:26:45,Pomierzony
0148_2011,5545180.3918,7421998.0692,238.8393,06/06/2011 10:26:50,Pomierzony
0149_2011,5545177.5617,7422001.6295,238.8476,06/06/2011 10:26:55,Pomierzony
0150_2011,5545174.2702,7422004.6918,238.8133,06/06/2011 10:27:00,Pomierzony
0151_2011,5545171.2538,7422007.2349,238.7591,06/06/2011 10:27:05,Pomierzony
0152_2011,5545167.5047,7422013.732,238.9374,06/06/2011 10:27:15,Pomierzony
0153_2011,5545165.7431,7422017.9061,238.8375,06/06/2011 10:27:20,Pomierzony
0154_2011,5545163.3705,7422021.8266,238.8313,06/06/2011 10:27:25,Pomierzony
0155_2011,5545160.4754,7422025.5612,238.8598,06/06/2011 10:27:30,Pomierzony
0156_2011,5545154.2959,7422032.7585,238.843,06/06/2011 10:27:40,Pomierzony
0157_2011,5545148.2208,7422039.3315,238.8367,06/06/2011 10:27:50,Pomierzony
0158_2011,5545145.2878,7422042.5868,238.7387,06/06/2011 10:27:55,Pomierzony
0159_2011,5545143.6135,7422045.9317,238.8665,06/06/2011 10:28:00,Pomierzony
0160_2011,5545142.2275,7422049.5533,238.8836,06/06/2011 10:28:05,Pomierzony
0161_2011,5545139.8915,7422052.2601,238.8639,06/06/2011 10:28:10,Pomierzony
0162_2011,5545136.056,7422053.6504,238.8817,06/06/2011 10:28:15,Pomierzony
0163_2011,5545132.5071,7422052.7282,238.8871,06/06/2011 10:28:20,Pomierzony
0164_2011,5545129.9334,7422051.7732,238.8774,06/06/2011 10:28:25,Pomierzony
0165_2011,5545128.319,7422051.0028,238.905,06/06/2011 10:28:30,Pomierzony
0166_2011,5545127.1779,7422050.3946,238.9025,06/06/2011 10:28:35,Pomierzony
0167_2011,5545126.8889,7422050.0954,238.8994,06/06/2011 10:28:40,Pomierzony
0168_2011,5545126.9525,7422049.6695,238.9063,06/06/2011 10:28:45,Pomierzony
0169_2011,5545126.8619,7422049.4239,238.8921,06/06/2011 10:28:50,Pomierzony
0170_2011,5545126.8104,7422049.4786,238.8982,06/06/2011 10:28:55,Pomierzony
0171_2011,5545126.7637,7422049.5515,238.9172,06/06/2011 10:29:00,Pomierzony
0172_2011,5545126.75,7422049.5542,238.9075,06/06/2011 10:29:05,Pomierzony
0173_2011,5545126.7297,7422049.5638,238.9092,06/06/2011 10:29:10,Pomierzony
0174_2011,5545126.7237,7422049.5682,238.8907,06/06/2011 10:29:15,Pomierzony
0175_2011,5545126.7159,7422049.5652,238.8867,06/06/2011 10:29:20,Pomierzony
0176_2011,5545126.7123,7422049.5675,238.8863,06/06/2011 10:29:25,Pomierzony
0177_2011,5545126.6947,7422049.569,238.8876,06/06/2011 10:29:30,Pomierzony
0178_2011,5545126.6894,7422049.5688,238.9015,06/06/2011 10:29:35,Pomierzony
0179_2011,5545126.6827,7422049.5755,238.8755,06/06/2011 10:29:40,Pomierzony
0180_2011,5545126.6683,7422049.5758,238.8784,06/06/2011 10:29:45,Pomierzony
0181_2011,5545126.6554,7422049.569,238.8793,06/06/2011 10:29:50,Pomierzony
0182_2011,5545126.6549,7422049.5818,238.8806,06/06/2011 10:29:55,Pomierzony
0183_2011,5545126.6514,7422049.576,238.871,06/06/2011 10:30:00,Pomierzony
0184_2011,5545126.6675,7422049.5796,238.8768,06/06/2011 10:30:05,Pomierzony
0185_2011,5545065.6427,7422237.4721,-324.4485,06/06/2011 10:30:15,Pomierzony
0186_2011,5545127.0982,7422049.7753,239.0035,06/06/2011 10:30:20,Pomierzony
0187_2011,5545127.8261,7422049.9395,238.9758,06/06/2011 10:30:25,Pomierzony
0188_2011,5545126.7444,7422049.5401,238.9577,06/06/2011 10:30:30,Pomierzony
0189_2011,5545126.9459,7422049.529,238.9619,06/06/2011 10:30:35,Pomierzony
0190_2011,5545127.0578,7422049.5515,238.9646,06/06/2011 10:30:40,Pomierzony
0191_2011,5545127.1482,7422049.5879,238.9907,06/06/2011 10:30:45,Pomierzony
0192_2011,5545127.0845,7422049.7386,238.9129,06/06/2011 10:30:50,Pomierzony
0193_2011,5545126.8176,7422049.7696,238.8952,06/06/2011 10:30:55,Pomierzony
0194_2011,5545126.8637,7422049.9893,238.8766,06/06/2011 10:31:00,Pomierzony
0195_2011,5545126.7397,7422049.8437,238.8587,06/06/2011 10:31:05,Pomierzony
0196_2011,5545126.8283,7422049.7691,238.9443,06/06/2011 10:31:10,Pomierzony
0197_2011,5545126.8572,7422049.7518,238.9532,06/06/2011 10:31:15,Pomierzony
0198_2011,5545126.8602,7422049.7626,238.9495,06/06/2011 10:31:20,Pomierzony
0199_2011,5545126.7668,7422049.8597,239.4033,06/06/2011 10:31:25,Pomierzony
0200_2011,5545126.7573,7422050.6367,238.9683,06/06/2011 10:31:30,Pomierzony
0201_2011,5545127.0063,7422051.5182,238.7426,06/06/2011 10:31:35,Pomierzony
0202_2011,5545127.0735,7422052.1034,238.8256,06/06/2011 10:31:40,Pomierzony
0203_2011,5545127.1032,7422052.4896,239.0253,06/06/2011 10:31:45,Pomierzony
0204_2011,5545127.1207,7422053.0276,238.8847,06/06/2011 10:31:50,Pomierzony
0205_2011,5545127.0071,7422053.4355,238.7232,06/06/2011 10:31:55,Pomierzony
0206_2011,5545126.9385,7422053.7401,238.795,06/06/2011 10:32:00,Pomierzony
0207_2011,5545126.7931,7422054.0055,238.953,06/06/2011 10:32:05,Pomierzony
0208_2011,5545126.8182,7422054.3119,239.2504,06/06/2011 10:32:10,Pomierzony
0209_2011,5545126.6227,7422054.7375,238.6628,06/06/2011 10:32:15,Pomierzony
0210_2011,5545126.6323,7422054.8335,238.8321,06/06/2011 10:32:20,Pomierzony
0211_2011,5545126.4343,7422055.0948,238.8246,06/06/2011 10:32:25,Pomierzony
0212_2011,5545126.2165,7422055.3475,238.8217,06/06/2011 10:32:30,Pomierzony
0213_2011,5545126.0153,7422055.5717,238.885,06/06/2011 10:32:35,Pomierzony
0214_2011,5545125.8022,7422055.7881,238.9541,06/06/2011 10:32:40,Pomierzony
0215_2011,5545125.617,7422056.0186,238.9222,06/06/2011 10:32:45,Pomierzony
0216_2011,5545125.4372,7422056.2212,238.891,06/06/2011 10:32:50,Pomierzony
0217_2011,5545125.2257,7422056.4445,238.7212,06/06/2011 10:32:55,Pomierzony
0218_2011,5545125.0312,7422056.6032,238.8023,06/06/2011 10:33:00,Pomierzony
0219_2011,5545124.8422,7422056.7787,238.8031,06/06/2011 10:33:05,Pomierzony
0220_2011,5545124.678,7422056.9521,238.8328,06/06/2011 10:33:10,Pomierzony
0221_2011,5545124.4989,7422057.1096,238.8214,06/06/2011 10:33:15,Pomierzony
0222_2011,5545124.3569,7422057.2919,238.8268,06/06/2011 10:33:20,Pomierzony
0223_2011,5545124.2091,7422057.4431,238.8296,06/06/2011 10:33:25,Pomierzony
0224_2011,5545124.0769,7422057.5747,238.8363,06/06/2011 10:33:30,Pomierzony
0225_2011,5545123.9246,7422057.6732,238.8376,06/06/2011 10:33:35,Pomierzony
0226_2011,5545123.8189,7422057.7716,238.839,06/06/2011 10:33:40,Pomierzony
0227_2011,5545123.6537,7422057.216,238.8631,06/06/2011 10:33:45,Pomierzony
0228_2011,5545124.2066,7422055.3138,238.8722,06/06/2011 10:33:50,Pomierzony
0229_2011,5545125.0012,7422055.0496,238.8403,06/06/2011 10:33:55,Pomierzony
0230_2011,5545125.7454,7422055.7496,238.8762,06/06/2011 10:34:00,Pomierzony
0231_2011,5545126.5435,7422056.1164,238.8444,06/06/2011 10:34:05,Pomierzony
0232_2011,5545128.6922,7422055.2724,238.702,06/06/2011 10:34:10,Pomierzony
0233_2011,5545132.6564,7422055.2288,238.4285,06/06/2011 10:34:15,Pomierzony
0234_2011,5545137.6217,7422055.2589,238.8826,06/06/2011 10:34:20,Pomierzony
0235_2011,5545142.6022,7422054.7645,238.8968,06/06/2011 10:34:25,Pomierzony
0236_2011,5545147.2044,7422054.0175,238.9318,06/06/2011 10:34:30,Pomierzony
0237_2011,5545150.6351,7422052.6875,238.9282,06/06/2011 10:34:35,Pomierzony
0238_2011,5545153.8227,7422051.3447,238.9131,06/06/2011 10:34:40,Pomierzony
0239_2011,5545156.4012,7422049.1061,238.9238,06/06/2011 10:34:45,Pomierzony
0240_2011,5545159.6263,7422048.7058,238.9061,06/06/2011 10:34:50,Pomierzony
0241_2011,5545163.5044,7422048.2246,238.9155,06/06/2011 10:34:55,Pomierzony
0242_2011,5545168.0169,7422048.2255,238.9272,06/06/2011 10:35:00,Pomierzony
0243_2011,5545173.1185,7422048.0055,238.9282,06/06/2011 10:35:05,Pomierzony
0244_2011,5545177.9628,7422047.0738,238.9449,06/06/2011 10:35:10,Pomierzony
0245_2011,5545182.7833,7422045.8972,238.9541,06/06/2011 10:35:15,Pomierzony
0246_2011,5545187.3847,7422043.8126,238.9456,06/06/2011 10:35:20,Pomierzony
0247_2011,5545192.0137,7422041.3856,238.9452,06/06/2011 10:35:25,Pomierzony
0248_2011,5545196.5007,7422040.7992,238.9369,06/06/2011 10:35:30,Pomierzony
0249_2011,5545201.0978,7422040.5773,238.9392,06/06/2011 10:35:35,Pomierzony
0250_2011,5545206.1754,7422039.8961,238.9313,06/06/2011 10:35:40,Pomierzony
0251_2011,5545210.7825,7422040.0774,238.9407,06/06/2011 10:35:45,Pomierzony
0252_2011,5545215.4605,7422040.1077,238.9334,06/06/2011 10:35:50,Pomierzony
0253_2011,5545220.3094,7422039.7954,238.9341,06/06/2011 10:35:55,Pomierzony
0254_2011,5545225.2545,7422039.5545,238.9338,06/06/2011 10:36:00,Pomierzony
0255_2011,5545230.0641,7422038.3654,238.9287,06/06/2011 10:36:05,Pomierzony
0256_2011,5545234.8168,7422036.7364,238.9228,06/06/2011 10:36:10,Pomierzony
0257_2011,5545239.4698,7422034.7425,238.9248,06/06/2011 10:36:15,Pomierzony
0258_2011,5545244.0116,7422034.1441,238.9323,06/06/2011 10:36:20,Pomierzony
0259_2011,5545248.8905,7422033.2767,238.937,06/06/2011 10:36:25,Pomierzony
0260_2011,5545253.5901,7422033.072,238.938,06/06/2011 10:36:30,Pomierzony
0261_2011,5545258.3123,7422032.2863,238.9411,06/06/2011 10:36:35,Pomierzony
0262_2011,5545263.4048,7422032.0725,238.9364,06/06/2011 10:36:40,Pomierzony
0263_2011,5545267.9977,7422032.6874,238.9375,06/06/2011 10:36:45,Pomierzony
0264_2011,5545272.6168,7422033.3178,238.946,06/06/2011 10:36:50,Pomierzony
0265_2011,5545277.436,7422032.8996,238.9396,06/06/2011 10:36:55,Pomierzony
0266_2011,5545282.4447,7422031.4764,238.9339,06/06/2011 10:37:00,Pomierzony
0267_2011,5545287.9894,7422029.5856,238.9341,06/06/2011 10:37:05,Pomierzony
0268_2011,5545290.6343,7422026.2,238.9372,06/06/2011 10:37:10,Pomierzony
0269_2011,5545289.4342,7422022.2809,238.9278,06/06/2011 10:37:15,Pomierzony
0270_2011,5545287.0497,7422018.1151,238.9344,06/06/2011 10:37:20,Pomierzony
0271_2011,5545284.975,7422013.8688,238.926,06/06/2011 10:37:25,Pomierzony
0272_2011,5545283.7336,7422009.6821,238.929,06/06/2011 10:37:30,Pomierzony
0273_2011,5545283.2406,7422005.4603,238.9161,06/06/2011 10:37:35,Pomierzony
0274_2011,5545282.188,7422001.1388,238.9159,06/06/2011 10:37:40,Pomierzony
0275_2011,5545281.7833,7421996.8067,238.9224,06/06/2011 10:37:45,Pomierzony
0276_2011,5545280.5101,7421992.3505,238.9087,06/06/2011 10:37:50,Pomierzony
0277_2011,5545279.3846,7421987.7157,238.9062,06/06/2011 10:37:55,Pomierzony
0278_2011,5545278.4484,7421982.9153,238.9113,06/06/2011 10:38:00,Pomierzony
0279_2011,5545277.2777,7421978.1609,238.9251,06/06/2011 10:38:05,Pomierzony
0280_2011,5545277.0672,7421973.5691,238.9292,06/06/2011 10:38:10,Pomierzony
0281_2011,5545275.6475,7421968.9999,238.9205,06/06/2011 10:38:15,Pomierzony
0282_2011,5545275.0862,7421964.5132,238.9061,06/06/2011 10:38:20,Pomierzony
0283_2011,5545274.4589,7421959.9536,238.93,06/06/2011 10:38:25,Pomierzony
0284_2011,5545273.6519,7421955.3663,238.9252,06/06/2011 10:38:30,Pomierzony
0285_2011,5545271.7329,7421950.89,238.9294,06/06/2011 10:38:35,Pomierzony
0286_2011,5545269.3332,7421946.6231,238.92,06/06/2011 10:38:40,Pomierzony
0287_2011,5545267.1385,7421942.2231,238.9114,06/06/2011 10:38:45,Pomierzony
0288_2011,5545264.9887,7421937.6301,238.9013,06/06/2011 10:38:50,Pomierzony
0289_2011,5545263.0849,7421932.6074,238.8953,06/06/2011 10:38:55,Pomierzony
0290_2011,5545261.3664,7421927.6899,238.9152,06/06/2011 10:39:00,Pomierzony
0291_2011,5545258.2441,7421925.2353,238.9079,06/06/2011 10:39:05,Pomierzony
0292_2011,5545254.5538,7421923.9716,238.897,06/06/2011 10:39:10,Pomierzony
0293_2011,5545251.4923,7421921.0797,238.8885,06/06/2011 10:39:15,Pomierzony
0294_2011,5545248.8495,7421917.5371,238.8976,06/06/2011 10:39:20,Pomierzony
0295_2011,5545245.9075,7421914.2746,238.9041,06/06/2011 10:39:25,Pomierzony
0296_2011,5545242.4088,7421911.8166,238.8927,06/06/2011 10:39:30,Pomierzony
0297_2011,5545238.8851,7421909.4798,238.9033,06/06/2011 10:39:35,Pomierzony
0298_2011,5545236.1212,7421906.2224,238.8941,06/06/2011 10:39:40,Pomierzony
0299_2011,5545233.094,7421903.1869,238.8978,06/06/2011 10:39:45,Pomierzony
0300_2011,5545229.8194,7421900.624,238.8913,06/06/2011 10:39:50,Pomierzony
0301_2011,5545226.2108,7421898.8265,238.9117,06/06/2011 10:39:55,Pomierzony
0302_2011,5545222.2666,7421897.4234,238.9218,06/06/2011 10:40:00,Pomierzony
0303_2011,5545217.9927,7421896.0183,238.9028,06/06/2011 10:40:05,Pomierzony
0304_2011,5545214.1731,7421893.3986,238.9052,06/06/2011 10:40:10,Pomierzony
0305_2011,5545211.149,7421889.9014,238.8904,06/06/2011 10:40:15,Pomierzony
0306_2011,5545209.4873,7421885.8298,238.8863,06/06/2011 10:40:20,Pomierzony
0307_2011,5545206.8438,7421882.4282,238.9067,06/06/2011 10:40:25,Pomierzony
0308_2011,5545204.0311,7421879.993,238.889,06/06/2011 10:40:30,Pomierzony
0309_2011,5545200.8811,7421878.0366,238.9169,06/06/2011 10:40:35,Pomierzony
0310_2011,5545197.2261,7421876.8506,238.9037,06/06/2011 10:40:40,Pomierzony
0311_2011,5545193.501,7421875.9513,238.9035,06/06/2011 10:40:45,Pomierzony
0312_2011,5545189.6761,7421874.5223,238.8636,06/06/2011 10:40:50,Pomierzony
0313_2011,5545185.7208,7421873.3805,238.8686,06/06/2011 10:40:55,Pomierzony
